id,institution,address,purpose,latitude,longitude
41068,대구광역시 남구청,대구광역시 남구 대경길 113,어린이보호,35.84554081,128.5724887
41069,대구광역시 남구청,대구광역시 남구 두류공원로18길 17-2,어린이보호,35.84472017,128.5706894
41070,대구광역시 남구청,대구광역시 남구 두류공원로20길 12-1,어린이보호,35.84560928,128.569467
41071,대구광역시 남구청,대구광역시 남구 대명동 현충로24길 35,어린이보호,35.84296179,128.5821009
41072,대구광역시 남구청,대구광역시 남구 대명로22길 23,어린이보호,35.8381449,128.5696147
41073,대구광역시 남구청,대구광역시 남구 안지랑로17길 103,어린이보호,35.83687576,128.5655856
41074,대구광역시 남구청,대구광역시 남구 큰골길 119-1,어린이보호,35.83642508,128.582529
41075,대구광역시 남구청,대구광역시 남구 현충로6길 63,어린이보호,35.83457705,128.5833832
41076,대구광역시 남구청,대구광역시 남구 앞산순환로89길 21,어린이보호,35.83221556,128.573245
41077,대구광역시 남구청,대구광역시 남구 대명남로 140,어린이보호,35.83500418,128.5735064
41078,대구광역시 남구청,대구광역시 남구 앞산순환로89길 72,어린이보호,35.83439353,128.5739248
41079,대구광역시 남구청,대구광역시 남구 골안길 144,어린이보호,35.83216457,128.5630838
41080,대구광역시 남구청,대구광역시 남구 대명서1길 27,어린이보호,35.83085305,128.5623861
41081,대구광역시 남구청,대구광역시 남구 큰골6길 49,어린이보호,35.83390231,128.5824429
41082,대구광역시 남구청,대구광역시 남구 명덕로68길 58,어린이보호,35.85241776,128.6055415
41083,대구광역시 남구청,대구광역시 남구 이천동 명덕로52길 53,어린이보호,35.85406016,128.5961544
41084,대구광역시 남구청,대구광역시 남구 효동길 85,어린이보호,35.83658202,128.6007315
41085,대구광역시 남구청,대구광역시 남구 효성2길 19-2,어린이보호,35.8365263,128.6005173
41086,대구광역시 남구청,대구광역시 남구 효동2길 16,어린이보호,35.83740937,128.6005212
41087,대구광역시 남구청,대구광역시 남구 봉덕동 효명길 33 명가마을,어린이보호,35.83440836,128.5985417
41088,대구광역시 남구청,대구광역시 남구 삼정1길 30,어린이보호,35.83899653,128.5966502
